orderid,itemid,cmtid,ctime,rating,userid,shopid,comment,rating_star,skin_suitability,absorption,model_name
123163683205322,3034933556,10177237543,1669638465,1,48361838,423318317,"Skin Suitability:soft
Absorption:good

Nice packaging bottle cepat sampai, thank you seller bagi free gift cantik getah rambut ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️ baru nak try product kayman, adik kata best so ni bru nak cuba hope sesuai dengan muka yang combination skin ni. Botol dia cantik sangat lahh 🫶🏻🫶🏻🫶🏻 thanks seller barang bungkus dgn rapi dan kemas balutan tak mudah pecah kalau baling parcel tu 🤪 ok i baru nak try ni",5,soft,good,Skintella Moisturzer
120405943130720,3034933556,9917278321,1666883787,1,331375660,423318317,"Absorption:Good
Skin Suitability:Suits to my skin

Have been used this for 3 months. So far good to my skin. Good packing, fast delivery & got free gift also. Thank you 👍",5,,,Skintella Moisturzer
97572690570477,3034933556,7454112888,1644507971,1,39439181,423318317,"Skin Suitability:so far okay.
Absorption:good

Product receive in good condition. Also good for my skin (so far). Recommended seller. Thanks free gift Order 3hb, received 6hb",5,so far okay.,good,HoneyGlo + Free Mitt
86230457484119,3034933556,6228142219,1633795772,1,540885189,423318317,"Item received in good condition, lots of free gifts, well packed and fast delivery by seller also in love with the cute packaging box 🥰 thank you so much ya..InshaAllah will repeat again in the future if it suits my skin 🌹",5,,,
99418087617632,3034933556,7911570781,1648660714,1,40951113,423318317,"Skin Suitability:my skin loves it
Absorption:the best

Thank you seller.. packaging kemas, barang sampai dgn selamat. Kebetulan beli time dpt diskaun 10% so beli banyak teruss.. definitely gonna repeat. P/s sorry video tak lepas sbb high resolution. Terpaksa pakai video lain.",5,my skin loves it,the best,Skintella Moisturzer
97647162682292,3034933556,7437985767,1644381565,1,309374448,423318317,"Skin Suitability:Suitable for my oily skin
Absorption:Cepat absorb

Penghantaran pun cepat.. seller siap bagi free gift.. so cute.. pembungkusan pun elok..barang semua ok x rosak .",5,Suitable for my oily skin,Cepat absorb,Skintella 2.0 15ml☘️
144497274238108,3034933556,12154598963,1690973219,1,988386726,423318317,"Skin Suitability:normal skin

2nd purchase of honeyglo to exfoliate my dead skin. Feels smoother after use. 
My 1st time using rosa glow treatment essence can't really review this product YET.
Bought these both during promo. Fast delivery & item received in well condition.",5,,,Exfoliant + Essence
121502600114780,3034933556,9999781044,1667880018,1,78548715,423318317,"Product sampai semua cukup siap seller bagi banyak free gift!! Thank you so much seller,🥰 order 7/11 pukul 2pm, 8/11 pukul 12pm dah sampai, fast delivery 👍 wrap pun tebal and takde barang rosak, 🌟 🌟 🌟 🌟 🌟",5,,,Serum + Moisturizer
86230096442320,3034933556,6228107848,1633795506,1,540885189,423318317,"Thank you seller! By far the best seller! received in less than 24 hours!

Packaging very nice. Plus free gifts, got the cutest note book & headband . Sooo good! Excellent service by seller. Received with thanks.",5,,,
108144300265725,3034933556,8598458950,1654598647,1,142418628,423318317,"Skin Suitability:i have oily skin and they both work great on my skin
Absorption:very great

i have used both of these products dah lama dah but baru first time beli from this seller. these products mmg my holy grail i suka pakai and works on my skin. and delivery mmg cpt sehari je dh sampai. so if anyone yg mencari good soothing products for redness and acne and delivery cpt beli la",5,i have oily skin and they both work great on my skin,very great,Travel Serum 2.0
113497695255695,3034933556,9245444285,1660292630,1,48452181,423318317,"Skin Suitability:Suitable with my oily skin
Absorption:Good!

Thanks for the manyyyyyyyyy free gifts. Seller shipped the product very fast, all of the item wrapped properly with bubble wrap so the product all arrived with perfect conditions. Thanks seller! Will repeat again 🥳🥳🥳🥳",5,Suitable with my oily skin,Good!,HoneyGlo + Free Mitt
105589838669029,3034933556,8354867351,1652408802,1,121058753,423318317,"Skin Suitability:focus more on hydration
Absorption:watery & fast absorbtion

my first time try this essence. hopefully it works well on my skin. it can reduce acne, fade acne scar, brighten the skin, give the skin more hydrate. shipping bery fast. tq seller",5,focus more on hydration,watery & fast absorbtion,Travel Essence 30ml
112888764123065,3034933556,9168536387,1659628288,1,231480842,423318317,"Skin Suitability:mine is oily, so far so good
Absorption:fast absorption

finally new skintella 😍 dah lama tunggu botol baru and besar. cantik la new packaging! better than 1.0. texture pun best. semoga makin effective! thank you seller!",5,"mine is oily, so far so good",fast absorption,NEW Skintella Serum
102755178601769,3034933556,7981099319,1649251811,1,48786956,423318317,"Skin Suitability:normal
Absorption:Quick

Seller balut dgn kemas ye. Kayman siap ada authentication QR code utk tahu ori ke tak kemainnn kau, of course la original. Barang semua elok siap luck dpt freegift exfoliating glove. Barang pon sampai cepat. Cuma tension sbb serum 2.0 ni tak keluar lagi botol besar so kena catu kalau pakai 😂",5,normal,Quick,Skintella 2.0 15ml
113599549224608,3034933556,9245294226,1660291902,1,112585759,423318317,"Skin Suitability:first time
Absorption:hope it do wonder!

The service is really good. Fast shipping and nice packaging with cute hair tie. The product not yet try. This is my first time. So hope does it really wonder my skin that is oily. Recommended to all for this seller service",5,first time,hope it do wonder!,Skintella Moisturzer
108132818539648,3034933556,8597655035,1654594047,1,62544450,423318317,"Skin Suitability:its work well with my skin
Absorption:terbaikk sangat2 local produk yg terbaikkk

Before this i mmg byk biji kecik dekat dahi but after using this skintella and coalface soap, mmg hilang licin dan saya sangat puas hati dah 2 kali order. Mmg akan kekal dgn kayman forever 👍🏻👍🏻👍🏻👍🏻",5,its work well with my skin,terbaikk sangat2 local produk yg terbaikkk,Travel Serum 2.0
98108603270201,3034933556,7477509563,1644739686,1,559388528,423318317,"Terima kasih seller barang Smpai dgn pantas bungkusan sangant kemas dan rapi sabun di bungkus dengan kemas kemudian ad free gift 
Brg pon i nampak sangat berkualiti and i nak try ...kalau sesuai dengan kulit i makesure i repeat....♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥",5,,,Coalface Soap
156313418290806,3034933556,13687866555,1703657437,1,326133580,423318317,"Skin Suitability:good
Absorption:fast

i’ve been using this for a week now and my redness cool down😨. my face makin glowing yaa. really good and so amazed by the packaging!🤍",5,good,fast,Skintella Serum 2.0
96109614335419,3034933556,7309521132,1643087400,1,458132237,423318317,"Skin Suitability:good
Absorption:good

Baru nak try guna essence ni, so far okay kene consistence lagi baru nampak lagi my scars faded and fast delivery ty!",5,good,good,Travel Essence
91424427309058,3034933556,6722245671,1637911518,1,46636580,423318317,cepat bthol sampai 🤣 thnkyou ramai samgat pakai jadi try cuba test mana tahu shantik. Barang sampai dalam keadaan sangat memuaskan. Double wrapping yea. safety kalau terbaling pon. TERIMA KASIH,5,,,Skintella Serum
137578133265585,3034933556,11497994324,1684059968,1,97089000,423318317,"Skin Suitability:baik untuk kulit
Absorption:sangat menyerap

Produk baik. Sgt bagus untuk kulit. Dah guna vanyak botol toner tu. First time gune honeygli essence. Moga kulit lebih improve lagi. Terima kasih bg free gift.",5,baik untuk kulit,sangat menyerap,HoneyGlo Essence
118515596204594,3034933556,9751042524,1665128035,1,173111483,423318317,"Skin Suitability:mmg sesuai dgn saya skin oily and acne. Soap best
Absorption:muka segar lepas cuci

Thank you seller for the freegift. Mmg tgh pening nak letak mana sabun. Skli seller bg. Penghantaran pun cepat.  Ngam dgn muka saya.. Terima kasih kepada kawan saya sbb dia suggest coalface soap. Mmg best kt muka saya.",5,mmg sesuai dgn saya skin oily and acne. Soap best,muka segar lepas cuci,Coalface Soap
112947985173071,3034933556,9155664515,1659521372,1,52845516,423318317,"Skin Suitability:combination skin
Absorption:good

Received in good condition. Repeat order sebab ni antara sabun yg sesuai dengan my skin. For me, sangat wort it. Tq seller bagi bnyak free gift. Semoga murah rezeki 👍🏼",5,combination skin,good,Coalface Soap
128937799269054,3034933556,10694603952,1675451655,1,55515889,423318317,"Skin Suitability:Suits my skin
Absorption:Fast absorption

Loved Kayman range since forever! Will be first time using honeyglo range hopefully it suits my skin just like the rest 😁 and minis are to die forrrrrr! Thanx seller for the fast delivery and free gift and correct items!",5,Suits my skin,Fast absorption,Meant To Be COMBO
141096765281923,3034933556,11832033081,1687710208,1,119753189,423318317,"Skin Suitability:sesuai dengan kulit muka

Been used this brand for a long time. Lovee sangat and this is the first time beli from this seller. Delivery laju and packaging tebal. Thank you for the gift",5,,,Coalface Soap
107136657588510,3034933556,8689248938,1655345709,1,84032529,423318317,"Skin Suitability:suitable for all skin type
Absorption:good

Suntella memang sesuai sangat dengan kulit saya yang berminyak. Essence ni dah banyak kali pakai jadi saya repeat je untuk pudarkan kulit kusam dan parut. Serum pertama kali beli, setakat ni pakai okay x ada masalah. Terima kasih seller bagi free gift comel <3",5,suitable for all skin type,good,Travel Serum 1.0
91689599192842,3034933556,6794672005,1638572873,1,38880687,423318317,"Thank you for the service
Delivery service within the expected time
The packaging also very good & secure the product
Cant wait to try this product 
Hopefully it gives best effect on my skin",5,,,HoneyGlo + Free Mitt
92377458134559,3034933556,6895233020,1639461415,1,143281793,423318317,"i received the correct products from the seller, i got scrunchie as my free gift, the seller is a very fast replier which is a good thing, im currently on my 2nd bottle of the moisturizer, it suits my dry skin very well!",5,,,HoneyGlo + Free Mitt
148487955201635,3034933556,12739124405,1696217777,1,158241000,423318317,"Absorption:Absorb into the face very fast as the product is very lightweight.
Skin Suitability:Suitable for sensitive skin

This is my 4th bottle and it’s by far the best moisturiser I have ever purchased or used. ￼",5,,,Skintella Moisturzer
141152180265947,3034933556,12038629982,1689765704,1,185218375,423318317,"Absorption:fast absorption

Sensitive skin.

Been using for almost a month. Literally love this product. Thank you kayman for producing this product. It help smoothen my skin and reduced the redness on my skin.


Pore wise. Doesnt seem to help much. But love this product. Looking forward to many more bottle to buy and the result of it",5,,,NEW Skintella Serum
121512447263314,3034933556,10083381130,1668679020,1,80417101,423318317,"Skin Suitability:good for redness & inflammation
Absorption:absorp nicely

Beli sebab previous one dah habis. Suka sebab sesuai dgn muka. Lepastu ada promo haritu. Siap dpt free gift kayman punya mask. Tak sabar nak try! Seller bungkus barang elok! Recommended!",5,good for redness & inflammation,absorp nicely,NEW Skintella Serum
107709984520268,3034933556,8621314760,1654770301,1,7994855,423318317,"Absorption:Good
Skin Suitability:Good for all skin type

Been using this for almost a year now. The product is really good .. I really like it .. 1st local product i used for a long time",5,,,Travel Serum 2.0
90345039081949,3034933556,6655271891,1637330842,1,56525378,423318317,Penghantaran agak pantas dan diterima dalam masa 2 hari dari tarikh oder. Free gift pon comel. Thank you seller. Nasib baik dapat beli masa harga promo. Alhamdulillah.,5,,,Rosa Glow Essence
101459013580705,3034933556,7840703939,1648027475,1,185161164,423318317,"Skin Suitability:mosturizer Work well for my oily skin
Absorption:Fast absorption and very lightweight

Second purchase for skintella mosturizer and in love with this mosturizer and very worth money
First time purchase for cleanser and hope suit well for my skin and could repair my skin from acne",5,mosturizer Work well for my oily skin,Fast absorption and very lightweight,Skintella Moisturzer
118059636246277,3034933556,9721002370,1664802673,1,231480842,423318317,"Skin Suitability:suitable for oily skin
Absorption:fast absorption

received mine! so far okay pakai serum and essence. baru nak try moisturizer. harap berkesan juga 🤭 but so far saya sukaa product kaymannn. thank you seller for the free bougas beauty’s makeup removing wipes, hair comb and getah rambut 😍",5,suitable for oily skin,fast absorption,Serum + Moisturizer
90343050167312,3034933556,6595323003,1636951712,1,68411410,423318317,"Received mine. Beli masa sales 11.11. Sangat berbaloi, penghantaran pon cepat. Thank you for the free gift. 
Very satisfied with the wrapping style and the service as well.",5,,,Hyalumelon Toner
127966927209315,3034933556,10627305807,1674621375,1,17672927,423318317,"Skin Suitability:not sure yet. Its my first time to try it

Nice packaging. The bubble wrap very thick. Fast delivery. Thank you seller. Just received it, not sure if it suits with my skin or not.",5,,,Skintella Moisturzer
86229981449927,3034933556,6228091921,1633795387,1,540885189,423318317,"i taktau la i beli freegift ke cleanser memang tiptop packaging dia. will repeat again. freegift banyakk. 🎁

fast delivery. received my order less than 24 hours. thank you so much for the great service !!! 👍",5,,,
158147532222646,3034933556,13846954274,1704976002,1,89729940,423318317,"Skin Suitability:okay sesuai utk oily skin
Absorption:okay

dapat barang yang betul, jumlah yang betul, penghantaran laju, brg dalam keadaan baik, bubble wrap tebal, sudah lama pakai since 2021. suka dengan produk ni. bekas jerawat cepat pudar, buat skin glow, susah jerawat muncul, dah consult dengan dr pakar kulit produk ni sesuai utk oily skin macam saya 🥰",5,okay sesuai utk oily skin,okay,Skintella Moisturzer
86230695282513,3034933556,6228164669,1633795951,1,540885189,423318317,"Haii, already received my parcel! Barang diterima dalam keadaan baik dan selamat. Packaging sangat secured. Seller juga bagi service yang bagus. laju je, order petang esok hari dah sampai. Love Kayman products too 💕🥳",5,,,
99553729353247,3034933556,7611031452,1646023588,1,240549055,423318317,"Skin Suitability:oily skin suitable use this
Absorption:good

I used this since last year and I dunno how many times I repurchased. It cures my acnes. 
Seller post really fast",5,oily skin suitable use this,good,Coalface Soap
94751571080983,3034933556,7122127010,1641313740,1,25793630,423318317,"Skin Suitability:Sesuai untuk kulit berjerawat dan berminyak macam saya ni.

Seller pos barang laju dan courier yang digunakan pun laju. Memang takde masalah cuma harap2 pump dia okey. TQ",5,,,Coalberry Cleanser
92017332040155,3034933556,6791851265,1638534706,1,78729081,423318317,Fast service from seller. So far suka sgt dgn honeyglo tuu. Baru guna sekali and muka rasa bersih & licin dahh 🤩 packaging product kayman mmg terbaik!,5,,,HoneyGlo + Free Mitt
102721678562491,3034933556,7978216192,1649238570,1,55641261,423318317,"Skin Suitability:combination
Absorption:sangat sesuai dengan skin i because cleanser ni texture gel so tak mengeringlan kulit i

fast shipping baru je order then dalam 2 hari dah sampai bagus seller👍🏻, ni dah kali ke berapa repeat tak ingat sudah 😅",5,combination,sangat sesuai dengan skin i because cleanser ni texture gel so tak mengeringlan kulit i,Coalberry Cleanser
86230339263625,3034933556,6228127478,1633795656,1,540885189,423318317,"LESS THAN 24 HOURS received mine! The packaging is so secured and the item is in a good condition no defect!! Plus the seller are very responsive! Thank you seller

For the product itself, mmg suka sgt cleanser ni. My face jd kurang oily. Dah scan barcode kt kotak tu and its officially geniune",5,,,
128436933249738,3034933556,10699612190,1675503906,1,284523589,423318317,"Skin Suitability:ok
Absorption:cpt

Best sgt. Beli yg kecik dulu sbb nk try ok x dgn kulit. Alhamdulillah so far ok. X breakout. Moisturiser dia best teruk, patot la ramai yg pakai. Light weight and cpt absorb.",5,ok,cpt,Petite SMG 30ml
91727462057286,3034933556,6827180439,1638877342,1,108126466,423318317,Received it in a good condition. All items were well wrapped. Thanks for the free gift too! This is my first time trying this brand. So far all products fits me well,5,,,HoneyGlo + Free Mitt
121168695189393,3034933556,9978543475,1667620054,1,44757540,423318317,"Skin Suitability:Suitable for my skin dry skin
Absorption:Well absorption

Thank you seller mmng pakai sabun ni je cuci muka so sar okay jela takde effect apa2. Penghantaran laju 3 hari je. Thank you free gift.",5,Suitable for my skin dry skin,Well absorption,Coalface Soap
86230589358013,3034933556,6228155428,1633795877,1,540885189,423318317,packaging cantik gila !!!!!!!! aaaa  tersenyum senyum nak bukak.  first time purchase and i really love it. keep it up ! sangat sangat berbaloi ok beli sbb dapat free gift pastu packaging kemas and selamat la semua barang sampai aaaa thank you sangat recommended korang dgn seller ni 😄😍,5,,,
94665301350281,3034933556,7185105490,1641879089,1,105000127,423318317,"Skin Suitability:excellent
Absorption:excellent

Kulit sy mmg jenis kering so x guna soap everyday. Tp essence tu sangatlahh bagus setara petera dahh. Overall suka and nak repeat lg.",5,excellent,excellent,Soap + Essence
86229869355196,3034933556,6228051561,1633795027,1,540885189,423318317,"Honestly, packaging sangat comel dpt free gifts, and parcel sampai dgn selamat. Seller wrapped the parcel using double bubble wraps . product berkesan sgt! Reduce acne, kulit soft and licin jee. Cleanser tahan sampai 2 bulan lebih! Thank you seller! Will repeat 😘",5,,,
152328357302873,3034933556,13062343222,1698837819,1,119753189,423318317,"Skin Suitability:sesuai for gentle skin

Packaging bagus wrap with bubble wrap. Thank you for the gift. This is my second time bought from this seller 👍🏻. Sesuai for my skin and i never tukar any cleanser. It works well on me 🫶🏻",5,,,Coalface Soap
124080359197604,3034933556,10274568300,1670715595,1,51504148,423318317,"Skin Suitability:dry dehydrated
Absorption:faster

Mmng best toner ni. Senang je spray and skin rasa damp through the day. Love it. On my 2nd bottle and my dry sensitive skin love it",5,dry dehydrated,faster,Hyalumelon Toner
156699964231738,3034933556,13716175162,1703892648,1,182573605,423318317,"Skin Suitability:besttttt
Absorption:fast absorb

Dia buat skin jadi plumpy gitu but i like rosa glow better ehek!",5,besttttt,fast absorb,HoneyGl Esence 120ml
96506285375879,3034933556,7329932529,1643271573,1,429484577,423318317,"Absorption:fast absorption
Skin Suitability:oily skin

I've been use this product for 2 days. So far, my skim feel ok . I have acne on my skin and surprisingly this soap doesnt iritate my skin. There is no fragrance in this product , so it suits acne prone skin.",5,,,Coalface Soap
99808695338795,3034933556,7648521595,1646363264,1,103771242,423318317,"Skin Suitability:Oily prone-skin type
Absorption:Very good, kulit rasa bersih lepas guna

Being used CFS almost 4years. Thank you for the free gift seller even i just purchased 1 item. May God bless this seller. Will repeat soonn!! The item delivered within 48hours, good job! ⭐️⭐️⭐️⭐️⭐️",5,Oily prone-skin type,"Very good, kulit rasa bersih lepas guna",Coalface Soap
89567725394900,3034933556,6630501950,1637155589,1,103771242,423318317,"Very fast delivery within 3days! Well-wrapped. Ni dah masuk tahun ke-4 saya pakai coalface soap dari Kayman. So far, worked well with my skin. My skin type : acne prone skin + oil type. Dari muka breakout till now masih guna. Soap ni yg menyembuhkan saya dari breakout. Thank you seller & KAYMAN!",5,,,CoalFace Soap
90341997125850,3034933556,6670169487,1637470026,1,435939418,423318317,"Best moisturiser ni. Dia very lightweight n sesuai dengan kulit saya yg dry. Dalam banyak2 moisturer pernah beli. Ni yg paling best. Dia tk rasa rimas bila pakai, hydrate dia pun very well. N my skin barrier macam makin OK.",5,,,Skintella Moisturzer
117692086263077,3034933556,9652545642,1664078481,1,142228497,423318317,"Dah sampai dengan selamat..
Barang cepat sampai 😍
First time beli kat seller ni.. 
Memang guna kayman punya pencuci ni, best sesangat 😘😘
Thankyou bagi free gift...",5,,,Coalface Soap
99800907309710,3034933556,7809597650,1647745795,1,82261479,423318317,"Skin Suitability:Very well to my oily/sensitive skin.
Absorption:Fast

I used to have severe acne and now they've left scars, so I bought the treatment essence to deal with them. Texture really like toner, no smell at all, no fragrance. Makes my skin soft after application.",5,Very well to my oily/sensitive skin.,Fast,Rosa Glow Essence
118195716218357,3034933556,9727846591,1664881344,1,28876297,423318317,"Skin Suitability:perfect for my skin
Absorption:absorbs quick, feels light on skin

I love both of these products, especially paired together. Both are lightweight but pack a punch. Good for dry and sensitive skin.",5,perfect for my skin,"absorbs quick, feels light on skin",Petite SMG 30ml
130954844270800,3034933556,10870714650,1677467457,1,327521521,423318317,"Skin Suitability:It suitable for me
Absorption:I don't how to describe but it's okay for me

My second time using this coalface soap, I hope it can help me to get better skin like before this. 

Thank you for the free gift!

Post pun cepat je sampai, terbaik 👍🏻",5,It suitable for me,I don't how to describe but it's okay for me,Coalface Soap
97038610207631,3034933556,7387454586,1643887602,1,66966523,423318317,"Skin Suitability:baru masuk botol ke 2 try cleanser kayman.
Absorption:okay..buih pun kurang.gosok muka pun best je.

barang selamat smpai. ngam2 yg lama dh abes.tq seller!",5,baru masuk botol ke 2 try cleanser kayman.,okay..buih pun kurang.gosok muka pun best je.,Coalberry Cleanser
140164310211312,3034933556,11850908010,1687934561,1,51171170,423318317,"Absorption:best
Skin Suitability:bagus

Saya suka sabun pencuci muka ni. Muka tak kering. Yang bestnya tak da bau. Sunscreen dia pon ok je. Cuma moisturiser tu belum guna lagi. Sebab baru perasan ada arbutin. Arbutin tak sesuai untuk orang yang TTC.",5,,,Skintella Moisturzer
148636000275172,3034933556,12875232065,1697294227,1,457336852,423318317,"Skin Suitability:okay
Absorption:okay

the product was okay. sesuai on my skin
-1 star cause i ask seller ada lagi tak stock headband tu, and seller cakap ada 
tapi by the time my item sampai, i tak dapat pun headband tu.",4,okay,okay,Rosa Glow Essence
98801184576082,3034933556,7574645875,1645658353,1,68872958,423318317,"Skin Suitability:dry & oily
Absorption:cepat meresap

Best sangat pakai KAYMAN ni . Dari cleanser, essence sampailah ke moisturzer . Best sangat2 , lepas guna cleanser kulit muka rsa lembut sgtt , essence n moisturizer tk melekit dan cepat meresap . Next nk order serum pulakk . Thank you seller for the free gift 💃🏻",5,dry & oily,cepat meresap,Cleanser + Essence
118142295208161,3034933556,9751300717,1665130165,1,125164859,423318317,"Skin Suitability:Yes
Absorption:Yes

So far baru guna seminggu.. Muka saya berminyak so far pakai rasa bersih.. Tidak ketat di muka.. I mean saya dah banyak cuba produk soo I know how it feel.. Sbb depends on kulit masing2... Sorry gambar tiada kaitan but diorg ada letak free gift ikat rambut sesuai ikat dekat baby... Hahahah... Soo yaaa... Packing dia pun ok",5,Yes,Yes,Petite CBC 30ml
102837818552747,3034933556,8311910224,1652062891,1,55341112,423318317,"Skin Suitability:good
Absorption:good

barang dah sampai lama dah, tapi baru sekarang nak review 🤭 seller sgt baik yaa , delivery pun laju 🫶🏻 quality barang semua ok , tiada kerosakan . thank you bagi free gift 🤗",5,good,good,Coalberry Cleanser
92632697146267,3034933556,6858991393,1639148510,1,80506666,423318317,Penghantaran sangat laju.Barang sampai dlm keadaan baik bubble wrap tebal memang takde kesan kemek kat kotakk.Seller pun respond bila tanya soalan.Sangat puas hati.Hope product ni berkesan utk skin saya tq :).,5,,,Skintella Moisturzer
96971735598471,3034933556,7354346756,1643509419,1,103731569,423318317,Mcm biasa. Fast delivery and good service! Packaging terbaik. Siap ada free gift pulak tu. Hehehe taksabar nak try serum kayman pulak. Thankyou so much seller. Semoga murah rezeki selalu ❤️❤️❤️,5,,,Skintella Serum
109586910679281,3034933556,8791259647,1656292230,1,16021842,423318317,"Skin Suitability:I have tried moisturizing gel before this and my skin is loving it. My skin is dry and sensitive.
Absorption:Excellent.

The products were received in good condition. Can’t wait to try Kayman’s sunblock, coalberry cleanser and rosa treatment essence. Thank you for the free gifts and sample 🌸",5,I have tried moisturizing gel before this and my skin is loving it. My skin is dry and sensitive.,Excellent.,Skintella Moisturzer
134316605257709,3034933556,11205258030,1680928933,1,25094331,423318317,"Absorption:Not try yet
Skin Suitability:Not try yet

Baru nak cuba. Harap sesuai dgn kulit muka. Seller wrap brg tebal giler. Post out pn cepat. Siap dpt free gift lagi. Tq!",5,,,Soap + Serum
104223210635383,3034933556,8156014505,1650629357,1,82286664,423318317,"repeat order dekat seller yang sama sbb cepat sampai, order harini esoknya dah sampai, lepastu banyak freegift 😍 packing pun cantik and barang tak rosak 😊 thankyouu",5,,,Skintella Moisturzer
96800045501905,3034933556,7327260108,1643254794,1,103731569,423318317,Alhamdulillah dah sampai dah. Service terbaik fast delivery. Siap ada free gift! Yang penting cantikkk gila packaging kayman ni!😍😍 And dah try buat patch test moisturizer and i really love it. Next nak beli zarzou serum pulak. Hehehe thankyou so much seller. Semoga dimurahkan rezeki selalu 🥰❤️,5,,,Skintella Moisturzer
129113693252673,3034933556,10707212210,1675585684,1,119155473,423318317,barang cepat sampai thank you ye. i’ve been using this mouisturizer it always the best. tak heavy and absorbs really good on your skin. i wanted to try this suntella because the other good reviews.,5,,,Petite Suntella 15ml
91955203467905,3034933556,6832461010,1638934857,1,81490305,423318317,"Received in good condition ❤️

Dah cuba pakai 2 kali dah and yeah, sangat membantu untuk buang sebaceous filament yang bersepah dekat hidung and dagu. Tak hilang sepenuhnya, tapi nampak jelas dia berkurang.

Tekstur sangat halus, lembut pada muka. Recommended ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",5,,,HoneyGlo + Free Mitt
98348404627859,3034933556,7521118726,1645150854,1,241583156,423318317,"Skin Suitability:Sensitive & normal to combination skin
Absorption:Reallyyyy good

It’s my third bottle and so far so good using this product. It helps me to reduce my redness (when use it with the serum hehe) thank you! ✨",5,Sensitive & normal to combination skin,Reallyyyy good,Skintella Moisturzer
115194171209350,3034933556,9396460239,1661610095,1,78692206,423318317,"Skin Suitability:dah lama pakai soap tu sangat best bila pakai👍👍
Absorption:serum baru nk try hope suitable with my skin✨

Very fast delivery siap dapat free gift lagii thank you seller🔥",5,dah lama pakai soap tu sangat best bila pakai👍👍,serum baru nk try hope suitable with my skin✨,Soap + Serum
123004822110880,3034933556,10177549759,1669640671,1,231480842,423318317,"Skin Suitability:suitable for oily skin
Absorption:fast absorption

received mine! fast delivery to Sabah, only took 3 days to arrived in KK. memang selalu beli product kayman di kedai ni. this is my second purchase on kayman moisturizer. so far pakai memang best! thank you!",5,suitable for oily skin,fast absorption,Skintella Moisturzer
99750426293381,3034933556,7748533646,1647231686,1,85311831,423318317,alhamdulillah semua barang selamat sampai! Wrapping pun tebal tebal semua so takdek satu pun kotak yang kemek semua tu. Seller pun cepat je post out barang thank you so much!!! Definitely will repeat at this store lagi 😍❤️,5,,,Skintella Serum
115637838211808,3034933556,9711508692,1664698186,1,41469842,423318317,"Skin Suitability:good
Absorption:very well

packaging sangat nice , delivery pun laju . thankyou seller. boleh repeat order sini . packaging cantik boleh buat hadiah birthdayy . kayman memang best . dah tiga tahun pakai",5,good,very well,Coalface Soap
139106746238595,3034933556,11635978294,1685623884,1,14405302,423318317,"Skin Suitability:absorb

kualiti pantas sehari dah smpai.. pasni mmng repeat dgn seller ni je .. puas hati ..syukur .. terima kasih jadi seller yg baik hati , jujur dan saksama.. harap teruskan .. tapi jujur kata sabun ni mmg best muka jadi bersih .. licin dan lembut .. cuma parut jerawat belum pudar lgi mungkin nak kena beli toner dia agaknye.. ppe pun puas hati 5 bintang untuk seller ni ..maaf gmbar dan video tiada kena mengena",5,,,Coalface Soap
160903762276016,3034933556,14434396773,1709808642,1,65488406,423318317,"Skin Suitability:for now it suit my skin condition
Absorption:really good! 9/10

previously mmg selalu guna the cleanser and satisfied with my current skin. so i repurchased! 

first time use the toner and essence, hope its suit my skin. thank you all item received in good condition❤️",5,for now it suit my skin condition,really good! 9/10,Hyalumelon Toner
126361069151607,3034933556,10672217684,1675227647,1,4477834,423318317,Both item selamat sampai and serious best sangat gunaaaa 😍❤️ sunscreen tu memang buat muka glowing and essence tu pula buat jerawat makin kurang nak timbul 😍❤️ delivery cepat and seller wrap dengan baik ! ❤️ thank you and will repeat order again ! 🥺,5,,,HoneyGlo Essence
108781261382917,3034933556,8679826941,1655264003,1,287972840,423318317,"Skin Suitability:yet to try

Alhamdulillah already received it. It took only 2-3 days. Trusted seller and authentic item. Fast delivery too. I will buy again if this suit my skin. And also thank you for the free gift. Its cute. Tyvm💜",5,,,Coalface Soap
101137710223055,3034933556,7932542573,1648858378,1,133948669,423318317,"Skin Suitability:oily skin
Absorption:fast

The best moisturiser for oily skin. Lepas jumpa ni dah tak beli moisturiser yg lain. Harga oun affordable. Suka beli dgn seller ni sbb delivery mantap lajunya.",5,oily skin,fast,Skintella Moisturzer
106534342308238,3034933556,8470460599,1653445500,1,15414138,423318317,"Skin Suitability:8/10
Absorption:8/10

So far pakai essence ni takde masalah dengan skin, parut okayla makin kurang. Korang boleh beli denahn seller ni sebab pos and delivery cepat. Thanks seller 👍",5,8/10,8/10,Rosa Glow Essence
147775151248121,3034933556,12565861145,1694568612,1,506160601,423318317,"Skin Suitability:good
Absorption:good

sorry gambar dan video tiada kaitan. 1st time try. baru pakai seminggu. BEST GUNA CFS. bila cuci muka, muka jadi bersih. smooth je muka. tak tegangkan kulit muka. SERUM xnmpk kesan lagi. baru seminggu kan pakai. hope nampak perubahan la. will repeat order soon. thank you",5,good,good,Soap + Serum
