orderid,itemid,userid,shopid,ctime,rating_star,satisfaction_label
150612950228786,5359370169,155781224,140163451,2023-10-29 14:46:41,1,Very Dissatisfied
152374818256064,5359370169,19062257,140163451,2023-11-01 23:49:31,5,Very Satisfied
144345788282139,5359370169,993019437,140163451,2023-08-05 13:36:47,5,Very Satisfied
145728690273058,5359370169,23018741,140163451,2023-08-23 01:22:22,5,Very Satisfied
162092264229560,5359370169,27813221,140163451,2024-02-26 14:15:57,5,Very Satisfied
154324101286747,5359370169,227701451,140163451,2023-11-26 11:22:07,5,Very Satisfied
156050445250713,5359370169,193109941,140163451,2024-01-17 10:02:42,5,Very Satisfied
142830907241284,5359370169,435970670,140163451,2023-07-15 16:02:14,5,Very Satisfied
156445191257946,5359370169,199471529,140163451,2023-12-19 23:31:35,5,Very Satisfied
142683761287965,5359370169,117399694,140163451,2023-07-26 13:27:28,5,Very Satisfied
140938644266129,5359370169,331950370,140163451,2023-06-27 15:15:31,5,Very Satisfied
154109098297219,5359370169,210365641,140163451,2023-11-22 08:31:00,5,Very Satisfied
157178337240660,5359370169,795938559,140163451,2024-01-04 18:37:46,5,Very Satisfied
146756855260862,5359370169,71073745,140163451,2023-08-30 18:17:14,5,Very Satisfied
143071553259389,5359370169,67510388,140163451,2023-07-22 08:21:57,5,Very Satisfied
144008814225773,5359370169,197801876,140163451,2023-08-09 10:25:01,5,Very Satisfied
146206958285902,5359370169,125620161,140163451,2023-08-25 08:17:42,5,Very Satisfied
154167906254229,5359370169,51374571,140163451,2023-11-22 17:30:06,5,Very Satisfied
139728758275558,5359370169,331915256,140163451,2023-06-09 16:03:14,5,Very Satisfied
162828314210927,5359370169,25692467,140163451,2024-03-04 17:12:24,4,Satisfied
151045882291473,5359370169,21876244,140163451,2023-10-18 14:51:51,5,Very Satisfied
144404129298435,5359370169,122266347,140163451,2023-08-04 14:35:45,5,Very Satisfied
149702618231741,5359370169,103622433,140163451,2023-10-03 11:12:23,5,Very Satisfied
144394600216189,5359370169,34116285,140163451,2023-08-03 19:06:03,5,Very Satisfied
156641121201242,5359370169,213257446,140163451,2023-12-21 18:15:21,5,Very Satisfied
144431288208087,5359370169,168920295,140163451,2023-08-04 13:17:54,5,Very Satisfied
149170057285134,5359370169,9036723,140163451,2023-09-26 20:03:40,5,Very Satisfied
137826397276668,5359370169,373085046,140163451,2023-05-18 16:26:34,5,Very Satisfied
153845693218882,5359370169,136841699,140163451,2023-11-19 17:24:52,5,Very Satisfied
156382771211703,5359370169,59327459,140163451,2023-12-28 21:49:18,5,Very Satisfied
80595573576053,5359370169,56107213,140163451,2021-07-24 15:44:31,5,Very Satisfied
150567942234976,5359370169,1047427541,140163451,2023-10-14 14:02:39,5,Very Satisfied
161673747276586,5359370169,184877710,140163451,2024-02-20 13:35:32,5,Very Satisfied
162885721233537,5359370169,86799134,140163451,2024-03-03 17:58:38,5,Very Satisfied
163138278268104,5359370169,267874925,140163451,2024-03-16 13:27:28,5,Very Satisfied
152887458281402,5359370169,105938346,140163451,2023-11-10 13:13:47,5,Very Satisfied
89814944187947,5359370169,285546144,140163451,2021-11-13 12:06:13,5,Very Satisfied
143134838267132,5359370169,70125472,140163451,2023-07-20 10:23:36,5,Very Satisfied
154597569232556,5359370169,490762096,140163451,2023-11-29 19:16:50,5,Very Satisfied
150569836221653,5359370169,205209960,140163451,2023-10-14 11:41:04,5,Very Satisfied
150566423223899,5359370169,1017160636,140163451,2023-10-12 14:04:55,5,Very Satisfied
147024150217607,5359370169,10680822,140163451,2023-09-06 15:38:49,5,Very Satisfied
149069504262195,5359370169,222513726,140163451,2023-09-27 18:17:52,5,Very Satisfied
145813451220635,5359370169,81866255,140163451,2023-08-18 12:56:24,5,Very Satisfied
143132364261031,5359370169,343461353,140163451,2023-07-21 11:12:28,5,Very Satisfied
137604080202981,5359370169,412384065,140163451,2023-05-15 22:16:23,5,Very Satisfied
131473314290157,5359370169,580955389,140163451,2023-03-08 16:28:05,5,Very Satisfied
143625125272892,5359370169,827395134,140163451,2023-08-21 01:20:24,4,Satisfied
164131583287675,5359370169,352061421,140163451,2024-03-29 11:44:23,5,Very Satisfied
156009633274424,5359370169,65246774,140163451,2023-12-24 08:58:21,5,Very Satisfied
165876120269423,5359370169,1116744663,140163451,2024-04-06 22:44:50,5,Very Satisfied
165168267268798,5359370169,148840166,140163451,2024-04-02 19:03:54,4,Satisfied
162486376274192,5359370169,901636465,140163451,2024-03-01 14:58:40,5,Very Satisfied
143049780232978,5359370169,85559173,140163451,2023-07-31 03:59:08,5,Very Satisfied
165859875254084,5359370169,103487629,140163451,2024-04-06 20:05:22,5,Very Satisfied
103688281506663,5359370169,291848926,140163451,2022-04-21 18:00:31,5,Very Satisfied
147952831268507,5359370169,307735774,140163451,2023-09-13 18:03:07,5,Very Satisfied
151993608207777,5359370169,415461936,140163451,2023-11-10 23:20:03,5,Very Satisfied
153478665250953,5359370169,291736075,140163451,2023-11-23 23:20:54,5,Very Satisfied
162570882242417,5359370169,251812244,140163451,2024-02-27 15:21:07,5,Very Satisfied
154384818268571,5359370169,42660529,140163451,2023-12-03 14:25:43,5,Very Satisfied
164866348213740,5359370169,1044877826,140163451,2024-04-03 07:35:56,5,Very Satisfied
154026689287432,5359370169,114308476,140163451,2023-11-23 19:15:13,5,Very Satisfied
151055873237996,5359370169,514324565,140163451,2023-10-21 19:30:09,3,Neutral
165835077250330,5359370169,254787861,140163451,2024-04-10 13:57:18,5,Very Satisfied
165591665200511,5359370169,785480407,140163451,2024-04-04 15:47:48,5,Very Satisfied
147929470212994,5359370169,58641681,140163451,2023-09-12 12:34:57,5,Very Satisfied
165173886246331,5359370169,244431432,140163451,2024-03-30 13:51:16,5,Very Satisfied
153385974218449,5359370169,53451782,140163451,2023-11-15 12:45:21,5,Very Satisfied
145765784267103,5359370169,137607412,140163451,2023-08-24 11:27:34,5,Very Satisfied
147908109298523,5359370169,218407211,140163451,2023-09-11 18:55:41,5,Very Satisfied
147024146242959,5359370169,282935893,140163451,2023-09-03 20:38:36,5,Very Satisfied
146442486291735,5359370169,191879631,140163451,2023-08-25 13:33:17,4,Satisfied
153337113319862,5359370169,205223829,140163451,2023-11-14 10:35:50,5,Very Satisfied
144421081220283,5359370169,110060014,140163451,2023-08-03 12:36:43,4,Satisfied
134713060278487,5359370169,61911114,140163451,2023-04-17 15:34:57,5,Very Satisfied
144346502269837,5359370169,35061959,140163451,2023-08-04 12:47:22,5,Very Satisfied
145928075244587,5359370169,164796309,140163451,2023-08-19 01:57:32,5,Very Satisfied
145192796239141,5359370169,28699986,140163451,2023-08-15 18:15:41,5,Very Satisfied
144555387288218,5359370169,150932479,140163451,2023-08-12 06:22:11,5,Very Satisfied
144349498294519,5359370169,235274589,140163451,2023-08-23 19:16:13,5,Very Satisfied
146408670238351,5359370169,25232690,140163451,2023-08-28 11:11:17,5,Very Satisfied
146180788213803,5359370169,226029975,140163451,2023-09-04 21:52:53,5,Very Satisfied
150567191276930,5359370169,112257923,140163451,2023-10-14 19:54:52,5,Very Satisfied
148389928235468,5359370169,261103906,140163451,2023-09-17 22:17:12,5,Very Satisfied
148574381282388,5359370169,115867355,140163451,2023-09-26 15:48:15,5,Very Satisfied
150958312265637,5359370169,267051054,140163451,2023-10-21 13:41:24,5,Very Satisfied
150145798225497,5359370169,226029975,140163451,2023-10-18 09:09:58,5,Very Satisfied
150155175272409,5359370169,226029975,140163451,2023-10-18 09:10:05,5,Very Satisfied
150835289254665,5359370169,226029975,140163451,2023-10-28 05:54:33,5,Very Satisfied
151716641283015,5359370169,226029975,140163451,2023-11-04 21:08:27,5,Very Satisfied
151986549307111,5359370169,226029975,140163451,2023-11-11 07:43:18,5,Very Satisfied
153332022212905,5359370169,121191691,140163451,2023-11-14 15:38:54,5,Very Satisfied
156325246241484,5359370169,77111685,140163451,2023-12-20 00:03:38,5,Very Satisfied
156410199261318,5359370169,102183724,140163451,2023-12-19 14:30:51,5,Very Satisfied
156258728287386,5359370169,290162958,140163451,2023-12-16 11:07:44,5,Very Satisfied
156022917250490,5359370169,6407929,140163451,2023-12-17 09:35:10,5,Very Satisfied
156972388207072,5359370169,168511562,140163451,2024-01-18 02:04:59,5,Very Satisfied
156975796290719,5359370169,11101124,140163451,2023-12-27 14:23:17,5,Very Satisfied
156002872211565,5359370169,37480274,140163451,2023-12-31 16:17:13,5,Very Satisfied
160245141272560,5359370169,199862504,140163451,2024-01-31 16:46:06,5,Very Satisfied
161327421269144,5359370169,13232426,140163451,2024-02-14 18:36:35,5,Very Satisfied
159606821244994,5359370169,87988377,140163451,2024-02-15 21:25:48,5,Very Satisfied
161693570220530,5359370169,237577428,140163451,2024-02-17 12:21:58,5,Very Satisfied
153331757294986,5359370169,177097251,140163451,2023-11-13 14:43:28,5,Very Satisfied
161091859274854,5359370169,226100968,140163451,2024-03-04 17:28:13,5,Very Satisfied
163300953268253,5359370169,8898055,140163451,2024-03-22 11:26:04,5,Very Satisfied
164174942230104,5359370169,146195360,140163451,2024-03-26 15:51:10,5,Very Satisfied
165879029283085,5359370169,13139417,140163451,2024-04-07 14:48:50,5,Very Satisfied
157174412248939,5359370169,58517932,140163451,2023-12-27 18:42:41,5,Very Satisfied
156921044250835,5359370169,43222464,140163451,2023-12-29 15:32:48,5,Very Satisfied
155307998277444,5359370169,151121790,140163451,2023-12-08 20:11:36,5,Very Satisfied
157266898237749,5359370169,254202222,140163451,2024-01-06 22:39:21,5,Very Satisfied
165069368220001,5359370169,42867861,140163451,2024-03-27 15:20:14,5,Very Satisfied
143854399213057,5359370169,243437015,140163451,2023-08-12 11:33:52,5,Very Satisfied
153394594200474,5359370169,178671180,140163451,2023-11-19 22:49:03,5,Very Satisfied
145123366250841,5359370169,257475203,140163451,2023-08-11 21:29:50,5,Very Satisfied
155092742208034,5359370169,24123542,140163451,2023-12-06 04:37:59,5,Very Satisfied
145123252266155,5359370169,256748470,140163451,2023-08-13 10:47:58,4,Satisfied
156418093297231,5359370169,202860076,140163451,2023-12-22 12:01:54,5,Very Satisfied
156014225201745,5359370169,18285488,140163451,2023-12-20 20:15:42,5,Very Satisfied
145813143263997,5359370169,129934691,140163451,2023-08-20 23:56:55,5,Very Satisfied
160656424260234,5359370169,45014517,140163451,2024-02-09 20:33:38,5,Very Satisfied
145125290268456,5359370169,253743250,140163451,2023-08-11 23:22:04,5,Very Satisfied
145161241243604,5359370169,234482873,140163451,2023-08-16 06:28:42,4,Satisfied
156009955243433,5359370169,111891326,140163451,2023-12-17 02:48:09,5,Very Satisfied
156395965222511,5359370169,5267036,140163451,2023-12-25 16:36:10,5,Very Satisfied
145771795282559,5359370169,64714443,140163451,2023-08-25 10:58:19,5,Very Satisfied
150609728277704,5359370169,125714123,140163451,2023-10-14 10:01:25,5,Very Satisfied
155535226268367,5359370169,257535513,140163451,2024-01-06 11:04:12,5,Very Satisfied
152413855318534,5359370169,50874339,140163451,2023-11-05 20:30:35,5,Very Satisfied
156478490220297,5359370169,210687477,140163451,2023-12-20 21:25:16,5,Very Satisfied
156217166237838,5359370169,260385037,140163451,2024-01-18 07:35:11,5,Very Satisfied
153336313246990,5359370169,32334538,140163451,2023-11-18 11:06:41,5,Very Satisfied
152111661227530,5359370169,326366248,140163451,2023-11-05 10:56:20,5,Very Satisfied
156083299203012,5359370169,153024978,140163451,2023-12-17 13:38:37,5,Very Satisfied
154538228223889,5359370169,268866453,140163451,2023-11-30 12:18:59,5,Very Satisfied
153676979247256,5359370169,109901919,140163451,2023-11-20 11:21:57,5,Very Satisfied
163137690259258,5359370169,155491369,140163451,2024-03-06 11:27:47,4,Satisfied
152363079259414,5359370169,86444806,140163451,2023-11-02 21:41:27,5,Very Satisfied
153678438201320,5359370169,44159300,140163451,2023-12-11 22:54:45,5,Very Satisfied
164174609220438,5359370169,228116106,140163451,2024-03-18 13:01:55,5,Very Satisfied
165950799219874,5359370169,193112009,140163451,2024-04-07 17:05:59,5,Very Satisfied
164176991252304,5359370169,57569176,140163451,2024-03-21 20:24:10,5,Very Satisfied
145127562212708,5359370169,76229277,140163451,2023-08-10 10:19:28,4,Satisfied
145155161233752,5359370169,319105227,140163451,2023-08-19 02:14:27,5,Very Satisfied
145729074211756,5359370169,260407531,140163451,2023-08-17 15:07:00,5,Very Satisfied
145010995215348,5359370169,206568311,140163451,2023-08-09 16:44:43,5,Very Satisfied
156037269206774,5359370169,158708975,140163451,2023-12-20 15:22:59,5,Very Satisfied
165752049238103,5359370169,46416115,140163451,2024-04-05 12:20:40,5,Very Satisfied
153396225242007,5359370169,71001593,140163451,2023-11-17 15:25:27,5,Very Satisfied
145792585221102,5359370169,90252706,140163451,2023-08-19 12:19:02,5,Very Satisfied
144345675288306,5359370169,67278988,140163451,2023-08-11 11:26:45,5,Very Satisfied
151679028265214,5359370169,334897483,140163451,2023-10-29 20:29:27,5,Very Satisfied
156925929281292,5359370169,31051421,140163451,2023-12-26 14:22:57,5,Very Satisfied
165391787238939,5359370169,294719667,140163451,2024-04-05 10:36:36,5,Very Satisfied
145184085243166,5359370169,334135626,140163451,2023-08-12 13:11:31,5,Very Satisfied
150568318237749,5359370169,41104332,140163451,2023-10-20 14:34:35,5,Very Satisfied
161398990248604,5359370169,69795261,140163451,2024-02-21 20:20:31,5,Very Satisfied
163178659287113,5359370169,82858644,140163451,2024-03-09 08:54:57,5,Very Satisfied
151679403229656,5359370169,63064831,140163451,2023-11-18 08:09:24,5,Very Satisfied
153338360289791,5359370169,72238118,140163451,2023-12-09 03:59:03,5,Very Satisfied
164455483254052,5359370169,244808283,140163451,2024-03-23 21:16:58,5,Very Satisfied
156480581241044,5359370169,464545971,140163451,2023-12-19 16:38:31,5,Very Satisfied
160289636219201,5359370169,235709823,140163451,2024-02-02 19:32:25,5,Very Satisfied
153403226311359,5359370169,28167331,140163451,2023-12-13 00:26:01,4,Satisfied
161878043244872,5359370169,406397315,140163451,2024-02-27 22:52:00,5,Very Satisfied
145166660240443,5359370169,43536396,140163451,2023-08-15 14:42:25,5,Very Satisfied
157090428284725,5359370169,127722048,140163451,2023-12-28 18:36:48,5,Very Satisfied
159443323293069,5359370169,326944039,140163451,2024-01-24 08:35:09,5,Very Satisfied
154080289255688,5359370169,139741349,140163451,2023-11-26 11:25:08,4,Satisfied
147026468225654,5359370169,280949882,140163451,2023-09-01 06:43:57,5,Very Satisfied
162449993219252,5359370169,145486120,140163451,2024-03-09 14:39:39,5,Very Satisfied
153242518280319,5359370169,80439718,140163451,2023-11-20 21:13:28,5,Very Satisfied
145127977219080,5359370169,288981,140163451,2023-08-18 09:47:43,5,Very Satisfied
154565412267075,5359370169,130005013,140163451,2023-11-28 22:07:13,5,Very Satisfied
154691081218965,5359370169,319168004,140163451,2023-12-03 20:55:38,5,Very Satisfied
146897596281028,5359370169,331927577,140163451,2023-09-05 09:42:21,4,Satisfied
161829353262428,5359370169,76221704,140163451,2024-03-07 15:38:45,5,Very Satisfied
147681340279747,5359370169,378430402,140163451,2023-09-13 17:58:10,5,Very Satisfied
153722632259318,5359370169,286961486,140163451,2023-11-18 07:28:54,4,Satisfied
153656474245559,5359370169,384940940,140163451,2023-11-17 15:51:15,5,Very Satisfied
156947549269002,5359370169,59650771,140163451,2023-12-27 23:14:16,5,Very Satisfied
160402925209396,5359370169,294331512,140163451,2024-02-09 21:00:47,5,Very Satisfied
145123310287925,5359370169,93664288,140163451,2023-09-02 17:11:40,5,Very Satisfied
153377275293077,5359370169,123655939,140163451,2023-11-17 23:04:34,5,Very Satisfied
156010793279270,5359370169,132733684,140163451,2023-12-14 21:32:18,5,Very Satisfied
145170855275646,5359370169,282378884,140163451,2023-08-15 08:34:29,5,Very Satisfied
150057207290390,5359370169,202525137,140163451,2023-10-07 12:47:16,5,Very Satisfied
146535056203030,5359370169,286560195,140163451,2023-08-28 00:25:07,5,Very Satisfied
146235569288700,5359370169,228168757,140163451,2023-09-01 12:53:37,5,Very Satisfied
145252786229072,5359370169,157340215,140163451,2023-08-27 10:12:31,5,Very Satisfied
150574881248011,5359370169,291556116,140163451,2023-10-13 18:17:05,5,Very Satisfied
153375036306054,5359370169,112196003,140163451,2023-11-14 19:16:19,5,Very Satisfied
156035032225890,5359370169,62423974,140163451,2023-12-18 19:37:47,5,Very Satisfied
156449128276072,5359370169,168301128,140163451,2023-12-21 17:36:40,5,Very Satisfied
144468230280012,5359370169,315971358,140163451,2023-08-05 08:57:05,5,Very Satisfied
153332140272539,5359370169,126973281,140163451,2023-12-10 18:49:14,5,Very Satisfied
155651963206032,5359370169,266105222,140163451,2023-12-14 23:12:56,5,Very Satisfied
157009131281683,5359370169,351133047,140163451,2023-12-30 09:11:19,5,Very Satisfied
144407376266582,5359370169,14565487,140163451,2023-08-02 18:21:58,5,Very Satisfied
144399956251453,5359370169,21784420,140163451,2023-08-02 21:56:55,5,Very Satisfied
156020826245350,5359370169,83888426,140163451,2023-12-17 07:52:58,5,Very Satisfied
145857122232360,5359370169,154432569,140163451,2023-08-21 12:33:24,5,Very Satisfied
154762045210119,5359370169,214752275,140163451,2023-11-30 13:07:05,5,Very Satisfied
156110273282059,5359370169,170455843,140163451,2023-12-27 16:15:09,5,Very Satisfied
145192110224538,5359370169,143583341,140163451,2023-08-11 14:39:28,5,Very Satisfied
146499780294730,5359370169,387321801,140163451,2023-09-03 09:27:43,5,Very Satisfied
155783084277546,5359370169,301667084,140163451,2023-12-17 02:25:52,5,Very Satisfied
164897159290179,5359370169,62314676,140163451,2024-04-02 14:04:40,5,Very Satisfied
148051081272230,5359370169,214175506,140163451,2023-10-09 20:29:16,5,Very Satisfied
150094678242991,5359370169,296514904,140163451,2023-10-11 15:52:13,5,Very Satisfied
156048011247657,5359370169,126276483,140163451,2023-12-16 11:09:24,5,Very Satisfied
160566349229001,5359370169,212873054,140163451,2024-02-13 06:46:36,4,Satisfied
150616358223640,5359370169,304265001,140163451,2023-10-16 15:22:44,5,Very Satisfied
162749536282164,5359370169,103880313,140163451,2024-03-02 15:16:50,5,Very Satisfied
155020881202499,5359370169,404539788,140163451,2023-12-03 13:42:06,5,Very Satisfied
156010221214695,5359370169,66824708,140163451,2023-12-31 05:47:54,5,Very Satisfied
162112748243796,5359370169,89579848,140163451,2024-03-18 12:41:41,5,Very Satisfied
149330330269275,5359370169,224043339,140163451,2023-10-22 11:27:54,5,Very Satisfied
151802414293272,5359370169,352210142,140163451,2023-11-04 15:20:44,5,Very Satisfied
145189303229665,5359370169,52587751,140163451,2023-08-14 10:09:45,5,Very Satisfied
156782945214927,5359370169,309322117,140163451,2023-12-26 12:56:40,5,Very Satisfied
165100665283761,5359370169,73926235,140163451,2024-04-09 19:31:29,4,Satisfied
143125617258877,5359370169,331725083,140163451,2023-08-06 19:57:27,5,Very Satisfied
151002071222063,5359370169,125671663,140163451,2023-10-22 04:26:32,5,Very Satisfied
154102381271751,5359370169,211021891,140163451,2023-12-02 09:25:38,5,Very Satisfied
161818339233181,5359370169,188438574,140163451,2024-02-19 10:47:31,5,Very Satisfied
164207595236494,5359370169,92401815,140163451,2024-03-18 16:39:23,5,Very Satisfied
163097832232225,5359370169,223700480,140163451,2024-03-07 11:17:05,5,Very Satisfied
163256350265517,5359370169,441835539,140163451,2024-03-11 18:06:45,4,Satisfied
156498246211148,5359370169,75343362,140163451,2023-12-24 11:19:08,5,Very Satisfied
150570172280008,5359370169,252792934,140163451,2023-10-13 14:05:59,5,Very Satisfied
145126143232864,5359370169,61227784,140163451,2023-08-15 22:39:11,5,Very Satisfied
156051120296213,5359370169,381173328,140163451,2023-12-17 04:25:23,5,Very Satisfied
156012369253607,5359370169,220606222,140163451,2023-12-15 12:10:29,5,Very Satisfied
157207342289820,5359370169,478947053,140163451,2024-01-04 20:03:15,5,Very Satisfied
152606806222494,5359370169,393954095,140163451,2023-11-23 20:33:41,5,Very Satisfied
154332898294637,5359370169,125938599,140163451,2023-11-28 06:34:53,5,Very Satisfied
163570698212073,5359370169,69967012,140163451,2024-03-10 21:00:10,5,Very Satisfied
164795925209173,5359370169,318381663,140163451,2024-03-26 21:17:25,5,Very Satisfied
145987314264780,5359370169,219337402,140163451,2023-08-21 15:34:21,5,Very Satisfied
155458497297462,5359370169,195196399,140163451,2023-12-11 21:57:19,5,Very Satisfied
145171719287989,5359370169,190802852,140163451,2023-08-14 14:09:11,5,Very Satisfied
156173896217918,5359370169,379205102,140163451,2023-12-20 21:58:27,5,Very Satisfied
163094843278021,5359370169,170193661,140163451,2024-03-31 16:30:35,4,Satisfied
145124700224067,5359370169,118746505,140163451,2023-08-15 11:29:15,5,Very Satisfied
154189279288882,5359370169,85074847,140163451,2023-12-08 03:21:44,5,Very Satisfied
157370906282292,5359370169,233207995,140163451,2023-12-30 14:23:40,5,Very Satisfied
160971078257604,5359370169,125939055,140163451,2024-02-09 15:04:09,5,Very Satisfied
146126840208425,5359370169,379945130,140163451,2023-08-24 13:37:09,5,Very Satisfied
147346049270434,5359370169,282422055,140163451,2023-09-10 10:07:04,5,Very Satisfied
154952763256732,5359370169,315566618,140163451,2023-12-04 18:39:49,4,Satisfied
144345812276900,5359370169,139689355,140163451,2023-08-08 14:18:34,5,Very Satisfied
153634368309406,5359370169,460766312,140163451,2023-11-17 20:30:30,5,Very Satisfied
156577019287628,5359370169,337275976,140163451,2023-12-23 21:27:23,5,Very Satisfied
156611769241533,5359370169,253489232,140163451,2023-12-21 22:39:23,5,Very Satisfied
156954571220248,5359370169,122707589,140163451,2023-12-31 14:57:59,5,Very Satisfied
150567215289492,5359370169,455238863,140163451,2023-10-16 16:29:08,4,Satisfied
144345467255416,5359370169,167285402,140163451,2023-08-03 11:18:11,5,Very Satisfied
147932405256781,5359370169,535044241,140163451,2023-09-11 18:17:19,5,Very Satisfied
160626173209583,5359370169,84004661,140163451,2024-02-09 10:21:05,5,Very Satisfied
165151008282029,5359370169,130080628,140163451,2024-03-30 11:49:31,5,Very Satisfied
145167698272552,5359370169,192221847,140163451,2023-08-14 10:58:26,5,Very Satisfied
156303400281892,5359370169,337325526,140163451,2024-01-07 13:49:32,5,Very Satisfied
161339554253126,5359370169,317156596,140163451,2024-02-15 08:07:02,5,Very Satisfied
147917290260054,5359370169,99491480,140163451,2023-09-17 21:25:21,5,Very Satisfied
145788386289787,5359370169,160714615,140163451,2023-08-19 12:33:54,5,Very Satisfied
165013823266065,5359370169,161219763,140163451,2024-03-28 01:21:48,5,Very Satisfied
153356259218712,5359370169,63176740,140163451,2023-11-18 09:57:23,5,Very Satisfied
156397209254460,5359370169,359927040,140163451,2023-12-22 13:31:39,3,Neutral
144346820210411,5359370169,202106335,140163451,2023-08-05 21:59:32,5,Very Satisfied
145123679274774,5359370169,141419654,140163451,2023-08-23 23:20:09,5,Very Satisfied
148451763217529,5359370169,166187705,140163451,2023-09-30 09:26:20,5,Very Satisfied
153331776272173,5359370169,350525062,140163451,2023-11-22 08:11:24,5,Very Satisfied
148895109228288,5359370169,335622885,140163451,2023-10-04 16:52:52,5,Very Satisfied
156647361248384,5359370169,277453719,140163451,2023-12-21 16:47:38,5,Very Satisfied
155431183217052,5359370169,139266363,140163451,2023-12-18 09:11:53,5,Very Satisfied
161881943255778,5359370169,293827675,140163451,2024-02-21 19:12:54,5,Very Satisfied
165670552249303,5359370169,546127416,140163451,2024-04-06 09:07:39,5,Very Satisfied
156546987275766,5359370169,318181766,140163451,2023-12-20 11:06:25,5,Very Satisfied
151599096200890,5359370169,314318008,140163451,2023-11-24 21:07:47,5,Very Satisfied
160502595229240,5359370169,302084817,140163451,2024-02-07 16:27:34,2,Dissatisfied
165325275247167,5359370169,353456111,140163451,2024-04-03 19:42:24,5,Very Satisfied
147024296224187,5359370169,474956055,140163451,2023-09-02 14:06:16,5,Very Satisfied
148871905295262,5359370169,336705007,140163451,2023-09-26 18:39:49,5,Very Satisfied
153332474296224,5359370169,291120765,140163451,2023-11-16 08:04:23,5,Very Satisfied
159438561252229,5359370169,15482758,140163451,2024-02-04 11:03:32,5,Very Satisfied
